+------+------------+---------+----+----+----+----+----+----+----+----+----+
|  t1  |     d1     |   z1    | s1 | s2 | s3 | s4 | s5 | s6 | "" | z2 | b1 |
| 1044 | 2016/2/11  | 1862812 | 3  | 7  | 16 | 26 | 34 | 39 |    | H  | 23 |
| 1436 | 2019/11/28 | 1863747 | 3  | 7  | 17 | 18 | 30 | 36 |    | C  | 33 |
| 192  | 2004/6/24  | 1869888 | 3  | 7  | 19 | 27 | 39 | 41 |    | C  | 10 |
| 1525 | 2020/10/12 | 1870571 | 3  | 7  | 20 | 21 | 28 | 32 |    | A  | 24 |
| 1038 | 2016/1/21  | 1876266 | 3  | 7  | 24 | 25 | 27 | 39 |    | I  | 20 |
| 250  | 2005/8/4   | 1882795 | 3  | 8  | 9  | 13 | 22 | 42 |    | I  | 11 |
| 121  | 2003/2/6   | 1891085 | 3  | 8  | 10 | 22 | 28 | 41 |    | E  | 35 |
| 1367 | 2019/4/1   | 1893616 | 3  | 8  | 11 | 14 | 22 | 41 |    | A  | 34 |
| 87   | 2002/6/6   | 1901934 | 3  | 8  | 12 | 36 | 39 | 41 |    | C  | 10 |
| 1263 | 2018/3/26  | 1902311 | 3  | 8  | 13 | 14 | 31 | 37 |    | H  | 6  |
| 1647 | 2021/12/16 | 1906131 | 3  | 8  | 14 | 15 | 19 | 35 |    | F  | 12 |
| 1050 | 2016/3/3   | 1909170 | 3  | 8  | 14 | 28 | 31 | 43 |    | A  | 35 |
| 314  | 2006/10/26 | 1909395 | 3  | 8  | 14 | 30 | 38 | 43 |    | B  | 6  |
| 1260 | 2018/3/15  | 1913698 | 3  | 8  | 16 | 19 | 25 | 26 |    | J  | 32 |
| 151  | 2003/9/4   | 1917560 | 3  | 8  | 17 | 25 | 28 | 32 |    | B  | 27 |
| 1007 | 2015/10/1  | 1917571 | 3  | 8  | 17 | 25 | 28 | 43 |    | C  | 42 |
| 446  | 2009/5/21  | 1917685 | 3  | 8  | 17 | 26 | 27 | 36 |    | G  | 13 |
| 603  | 2011/10/31 | 1919061 | 3  | 8  | 18 | 21 | 23 | 42 |    | B  | 17 |
| 188  | 2004/5/27  | 1919836 | 3  | 8  | 18 | 25 | 26 | 39 |    | J  | 38 |
| 1315 | 2018/9/24  | 1928253 | 3  | 8  | 23 | 30 | 32 | 40 |    | H  | 31 |
| 1211 | 2017/9/21  | 1928599 | 3  | 8  | 24 | 25 | 26 | 28 |    | G  | 43 |
| 281  | 2006/3/9   | 1933654 | 3  | 9  | 10 | 11 | 19 | 35 |    | G  | 30 |
| 553  | 2011/5/9   | 1940456 | 3  | 9  | 11 | 15 | 27 | 37 |    | J  | 10 |
| 433  | 2009/2/19  | 1942744 | 3  | 9  | 11 | 24 | 26 | 34 |    | J  | 25 |
| 369  | 2007/11/15 | 1945122 | 3  | 9  | 12 | 16 | 18 | 37 |    | C  | 14 |
| 499  | 2010/6/3   | 1956200 | 3  | 9  | 15 | 16 | 22 | 35 |    | E  | 12 |
| 438  | 2009/3/26  | 1959403 | 3  | 9  | 16 | 17 | 20 | 31 |    | D  | 42 |
| 1188 | 2017/7/3   | 1967218 | 3  | 9  | 19 | 20 | 23 | 30 |    | A  | 14 |
| 969  | 2015/5/21  | 1967669 | 3  | 9  | 19 | 22 | 23 | 40 |    | D  | 10 |
| 1481 | 2020/5/11  | 1972281 | 3  | 9  | 21 | 31 | 41 | 42 |    | G  | 18 |
| 1068 | 2016/5/5   | 1972390 | 3  | 9  | 21 | 34 | 35 | 42 |    | I  | 4  |
| 871  | 2014/6/9   | 1980449 | 3  | 10 | 11 | 13 | 20 | 27 |    | H  | 25 |
| 1221 | 2017/10/26 | 1984506 | 3  | 10 | 11 | 31 | 33 | 36 |    | A  | 21 |
| 1115 | 2016/10/17 | 1988582 | 3  | 10 | 12 | 26 | 38 | 42 |    | I  | 4  |
| 645  | 2012/3/29  | 1989063 | 3  | 10 | 12 | 32 | 33 | 43 |    | C  | 31 |
| 539  | 2011/3/10  | 1990418 | 3  | 10 | 13 | 17 | 18 | 28 |    | J  | 24 |
| 404  | 2008/7/24  | 1994551 | 3  | 10 | 14 | 18 | 26 | 43 |    | I  | 33 |
| 899  | 2014/9/15  | 1997840 | 3  | 10 | 15 | 18 | 27 | 40 |    | F  | 38 |
| 1090 | 2016/7/21  | 1998810 | 3  | 10 | 15 | 22 | 27 | 40 |    | C  | 23 |
| 945  | 2015/2/26  | 1999096 | 3  | 10 | 15 | 23 | 36 | 37 |    | B  | 31 |
| 1250 | 2018/2/8   | 2006565 | 3  | 10 | 18 | 22 | 23 | 40 |    | A  | 27 |
| 1314 | 2018/9/20  | 2010213 | 3  | 10 | 20 | 21 | 27 | 33 |    | E  | 39 |
| 1483 | 2020/5/18  | 2010652 | 3  | 10 | 20 | 23 | 29 | 43 |    | A  | 22 |
| 1621 | 2021/9/16  | 2013473 | 3  | 10 | 22 | 23 | 26 | 39 |    | D  | 1  |
| 1417 | 2019/9/23  | 2016866 | 3  | 10 | 25 | 26 | 27 | 31 |    | I  | 5  |
| 1172 | 2017/5/8   | 2020064 | 3  | 10 | 31 | 32 | 38 | 39 |    | B  | 15 |
| 975  | 2015/6/11  | 2028635 | 3  | 11 | 13 | 27 | 29 | 36 |    | E  | 15 |
| 47   | 2001/8/23  | 2031999 | 3  | 11 | 14 | 25 | 27 | 31 |    | F  | 22 |
| 640  | 2012/3/12  | 2042228 | 3  | 11 | 18 | 20 | 33 | 39 |    | A  | 22 |
| 985  | 2015/7/16  | 2045296 | 3  | 11 | 19 | 26 | 29 | 38 |    | C  | 31 |
| 978  | 2015/6/22  | 2045775 | 3  | 11 | 19 | 30 | 38 | 42 |    | A  | 31 |
| 1437 | 2019/12/2  | 2051988 | 3  | 11 | 24 | 25 | 37 | 40 |    | A  | 14 |
| 1544 | 2020/12/17 | 2052951 | 3  | 11 | 25 | 26 | 39 | 42 |    | G  | 34 |
| 1266 | 2018/4/5   | 2069305 | 3  | 12 | 16 | 23 | 25 | 28 |    | D  | 17 |
| 418  | 2008/10/30 | 2069735 | 3  | 12 | 16 | 25 | 32 | 36 |    | C  | 34 |
| 564  | 2011/6/16  | 2074504 | 3  | 12 | 18 | 24 | 34 | 39 |    | B  | 16 |
| 434  | 2009/2/26  | 2077382 | 3  | 12 | 19 | 33 | 35 | 36 |    | H  | 37 |
| 1078 | 2016/6/9   | 2079158 | 3  | 12 | 20 | 33 | 35 | 41 |    | E  | 34 |
| 1391 | 2019/6/24  | 2083076 | 3  | 12 | 23 | 31 | 36 | 42 |    | B  | 43 |
| 1299 | 2018/7/30  | 2083818 | 3  | 12 | 24 | 28 | 38 | 39 |    | G  | 10 |
| 577  | 2011/8/1   | 2086915 | 3  | 12 | 29 | 31 | 36 | 37 |    | H  | 26 |
| 351  | 2007/7/12  | 2096913 | 3  | 13 | 16 | 24 | 26 | 43 |    | G  | 15 |
| 424  | 2008/12/11 | 2099797 | 3  | 13 | 17 | 25 | 40 | 41 |    | G  | 4  |
| 308  | 2006/9/14  | 2100942 | 3  | 13 | 18 | 20 | 23 | 28 |    | E  | 35 |
| 1187 | 2017/6/29  | 2100964 | 3  | 13 | 18 | 20 | 24 | 31 |    | J  | 37 |
| 1213 | 2017/9/28  | 2108821 | 3  | 13 | 22 | 26 | 30 | 39 |    | E  | 1  |
| 89   | 2002/6/20  | 2110409 | 3  | 13 | 23 | 30 | 35 | 43 |    | H  | 21 |
| 136  | 2003/5/22  | 2112909 | 3  | 13 | 26 | 31 | 32 | 39 |    | F  | 1  |
| 1660 | 2022/2/3   | 2114511 | 3  | 13 | 29 | 35 | 42 | 43 |    | C  | 15 |
| 987  | 2015/7/23  | 2117715 | 3  | 14 | 15 | 24 | 25 | 36 |    | A  | 33 |
| 1611 | 2021/8/12  | 2120738 | 3  | 14 | 16 | 24 | 32 | 36 |    | E  | 34 |
| 1467 | 2020/3/23  | 2120812 | 3  | 14 | 16 | 25 | 26 | 38 |    | I  | 7  |
| 877  | 2014/6/30  | 2124176 | 3  | 14 | 17 | 32 | 35 | 43 |    | A  | 10 |
| 1551 | 2021/1/14  | 2125690 | 3  | 14 | 18 | 24 | 38 | 43 |    | F  | 23 |
| 641  | 2012/3/15  | 2130885 | 3  | 14 | 21 | 24 | 26 | 29 |    | I  | 32 |
| 199  | 2004/8/12  | 2134575 | 3  | 14 | 24 | 25 | 33 | 36 |    | I  | 41 |
| 1445 | 2019/12/30 | 2135000 | 3  | 14 | 24 | 29 | 30 | 42 |    | H  | 21 |
| 74   | 2002/3/7   | 2137041 | 3  | 14 | 27 | 28 | 40 | 43 |    | F  | 39 |
| 858  | 2014/4/24  | 2138107 | 3  | 14 | 29 | 32 | 33 | 42 |    | E  | 40 |
| 258  | 2005/9/29  | 2139479 | 3  | 15 | 16 | 17 | 25 | 31 |    | I  | 40 |
| 1578 | 2021/4/19  | 2142580 | 3  | 15 | 17 | 19 | 21 | 34 |    | A  | 4  |
| 169  | 2004/1/15  | 2142677 | 3  | 15 | 17 | 19 | 26 | 36 |    | F  | 39 |
| 1678 | 2022/4/7   | 2143074 | 3  | 15 | 17 | 21 | 22 | 23 |    | J  | 13 |
| 1274 | 2018/5/3   | 2145932 | 3  | 15 | 18 | 23 | 31 | 37 |    | G  | 34 |
| 1022 | 2015/11/23 | 2148840 | 3  | 15 | 19 | 30 | 34 | 37 |    | A  | 12 |
| 1454 | 2020/2/6   | 2149066 | 3  | 15 | 19 | 34 | 37 | 40 |    | A  | 41 |
| 1128 | 2016/12/1  | 2152029 | 3  | 15 | 21 | 29 | 30 | 35 |    | E  | 39 |
| 148  | 2003/8/14  | 2162804 | 3  | 16 | 18 | 20 | 28 | 29 |    | C  | 9  |
| 806  | 2013/10/21 | 2165893 | 3  | 16 | 19 | 25 | 39 | 40 |    | B  | 29 |
| 44   | 2001/8/2   | 2173211 | 3  | 16 | 24 | 31 | 34 | 42 |    | D  | 36 |
| 1072 | 2016/5/19  | 2183253 | 3  | 17 | 20 | 32 | 36 | 43 |    | A  | 4  |
| 501  | 2010/6/17  | 2183813 | 3  | 17 | 21 | 23 | 36 | 38 |    | I  | 7  |
| 852  | 2014/4/3   | 2185046 | 3  | 17 | 22 | 23 | 27 | 40 |    | B  | 35 |
| 113  | 2002/12/5  | 2190031 | 3  | 17 | 27 | 29 | 30 | 42 |    | B  | 6  |
| 1133 | 2016/12/19 | 2192527 | 3  | 18 | 19 | 20 | 37 | 38 |    | A  | 9  |
| 991  | 2015/8/6   | 2196716 | 3  | 18 | 21 | 25 | 29 | 37 |    | I  | 35 |
| 402  | 2008/7/10  | 2199029 | 3  | 18 | 23 | 24 | 29 | 33 |    | D  | 28 |
| 132  | 2003/4/24  | 2199818 | 3  | 18 | 23 | 31 | 32 | 37 |    | A  | 1  |
| 1300 | 2018/8/2   | 2201139 | 3  | 18 | 25 | 26 | 32 | 33 |    | I  | 27 |
| 1646 | 2021/12/13 | 2207885 | 3  | 19 | 21 | 29 | 39 | 43 |    | J  | 25 |
| 1529 | 2020/10/26 | 2212687 | 3  | 19 | 26 | 28 | 33 | 40 |    | J  | 1  |
| 1009 | 2015/10/8  | 2215406 | 3  | 19 | 34 | 36 | 40 | 43 |    | J  | 28 |
| 1085 | 2016/7/4   | 2216780 | 3  | 20 | 21 | 30 | 34 | 35 |    | J  | 23 |
| 600  | 2011/10/20 | 2218498 | 3  | 20 | 23 | 24 | 28 | 35 |    | E  | 26 |
| 417  | 2008/10/23 | 2219222 | 3  | 20 | 23 | 30 | 31 | 37 |    | H  | 6  |
| 657  | 2012/5/10  | 2223265 | 3  | 20 | 29 | 33 | 34 | 40 |    | B  | 2  |
| 1013 | 2015/10/22 | 2224372 | 3  | 20 | 36 | 38 | 39 | 41 |    | F  | 22 |
| 1004 | 2015/9/21  | 2225795 | 3  | 21 | 23 | 24 | 27 | 32 |    | H  | 36 |
| 1018 | 2015/11/9  | 2234151 | 3  | 22 | 25 | 28 | 32 | 39 |    | E  | 21 |
| 162  | 2003/11/20 | 2234328 | 3  | 22 | 25 | 30 | 33 | 37 |    | A  | 35 |
| 954  | 2015/3/30  | 2238147 | 3  | 23 | 24 | 28 | 29 | 42 |    | B  | 41 |
| 727  | 2013/1/17  | 2243498 | 3  | 24 | 26 | 27 | 39 | 41 |    | J  | 4  |
| 1197 | 2017/8/3   | 2245027 | 3  | 24 | 28 | 36 | 37 | 39 |    | A  | 27 |
| 1021 | 2015/11/19 | 2256297 | 3  | 30 | 32 | 33 | 34 | 39 |    | C  | 28 |
| 810  | 2013/11/4  | 2256933 | 3  | 31 | 32 | 38 | 39 | 40 |    | A  | 37 |
| 189  | 2004/6/3   | 2257498 | 3  | 32 | 35 | 36 | 39 | 40 |    | F  | 5  |
| 1371 | 2019/4/15  | 2258518 | 4  | 5  | 6  | 7  | 24 | 28 |    | C  | 30 |
| 301  | 2006/7/27  | 2259300 | 4  | 5  | 6  | 9  | 10 | 11 |    | B  | 33 |
| 198  | 2004/8/5   | 2262990 | 4  | 5  | 6  | 17 | 20 | 42 |    | G  | 10 |
| 348  | 2007/6/21  | 2265258 | 4  | 5  | 6  | 27 | 36 | 38 |    | I  | 13 |
| 1101 | 2016/8/29  | 2267066 | 4  | 5  | 7  | 10 | 13 | 16 |    | H  | 1  |
| 679  | 2012/7/26  | 2272962 | 4  | 5  | 7  | 37 | 41 | 42 |    | G  | 39 |
| 894  | 2014/8/28  | 2283500 | 4  | 5  | 9  | 20 | 21 | 32 |    | E  | 40 |
| 710  | 2012/11/12 | 2283691 | 4  | 5  | 9  | 20 | 33 | 37 |    | A  | 35 |
| 335  | 2007/3/22  | 2289807 | 4  | 5  | 10 | 23 | 36 | 42 |    | G  | 8  |
| 107  | 2002/10/24 | 2291318 | 4  | 5  | 11 | 12 | 28 | 32 |    | I  | 37 |
| 875  | 2014/6/23  | 2291641 | 4  | 5  | 11 | 13 | 22 | 25 |    | D  | 43 |
| 196  | 2004/7/22  | 2292916 | 4  | 5  | 11 | 16 | 30 | 33 |    | E  | 14 |
| 1336 | 2018/12/6  | 2293830 | 4  | 5  | 11 | 19 | 31 | 34 |    | H  | 43 |
| 787  | 2013/8/15  | 2302890 | 4  | 5  | 13 | 21 | 33 | 34 |    | G  | 15 |
| 274  | 2006/1/19  | 2307508 | 4  | 5  | 14 | 27 | 31 | 39 |    | C  | 6  |
| 594  | 2011/9/29  | 2311087 | 4  | 5  | 15 | 30 | 34 | 38 |    | I  | 2  |
| 1432 | 2019/11/14 | 2311204 | 4  | 5  | 15 | 32 | 33 | 43 |    | J  | 13 |
| 102  | 2002/9/19  | 2318644 | 4  | 5  | 18 | 27 | 35 | 36 |    | D  | 41 |
| 1614 | 2021/8/23  | 2322667 | 4  | 5  | 20 | 29 | 40 | 43 |    | H  | 24 |
| 1132 | 2016/12/15 | 2327596 | 4  | 5  | 24 | 29 | 33 | 35 |    | F  | 40 |
| 563  | 2011/6/13  | 2329013 | 4  | 5  | 26 | 28 | 34 | 38 |    | D  | 8  |
| 1126 | 2016/11/24 | 2329186 | 4  | 5  | 26 | 30 | 34 | 42 |    | I  | 27 |
| 1549 | 2021/1/7   | 2329584 | 4  | 5  | 27 | 28 | 35 | 41 |    | B  | 33 |
| 799  | 2013/9/26  | 2339827 | 4  | 6  | 8  | 10 | 19 | 28 |    | G  | 25 |
| 1474 | 2020/4/16  | 2344113 | 4  | 6  | 8  | 22 | 27 | 32 |    | F  | 26 |
| 992  | 2015/8/10  | 2344119 | 4  | 6  | 8  | 22 | 27 | 38 |    | H  | 34 |
| 1356 | 2019/2/21  | 2353918 | 4  | 6  | 10 | 16 | 24 | 43 |    | I  | 12 |
| 669  | 2012/6/21  | 2354233 | 4  | 6  | 10 | 17 | 24 | 33 |    | B  | 19 |
| 1572 | 2021/3/29  | 2354880 | 4  | 6  | 10 | 19 | 28 | 38 |    | J  | 40 |
| 962  | 2015/4/27  | 2355984 | 4  | 6  | 10 | 24 | 32 | 37 |    | F  | 35 |
| 1489 | 2020/6/8   | 2357713 | 4  | 6  | 11 | 13 | 23 | 32 |    | H  | 1  |
| 15   | 2001/1/11  | 2359957 | 4  | 6  | 11 | 20 | 21 | 28 |    | I  | 36 |
| 1320 | 2018/10/11 | 2363210 | 4  | 6  | 12 | 16 | 17 | 34 |    | G  | 28 |
| 881  | 2014/7/14  | 2364062 | 4  | 6  | 12 | 18 | 28 | 41 |    | J  | 35 |
| 750  | 2013/4/8   | 2367300 | 4  | 6  | 13 | 16 | 18 | 39 |    | H  | 34 |
| 1139 | 2017/1/12  | 2371383 | 4  | 6  | 14 | 17 | 23 | 33 |    | D  | 26 |
| 1298 | 2018/7/26  | 2376050 | 4  | 6  | 15 | 22 | 30 | 42 |    | F  | 7  |
| 608  | 2011/11/17 | 2377467 | 4  | 6  | 16 | 17 | 18 | 26 |    | I  | 40 |
| 922  | 2014/12/4  | 2387093 | 4  | 6  | 19 | 32 | 33 | 38 |    | C  | 1  |
| 1305 | 2018/8/20  | 2387260 | 4  | 6  | 19 | 36 | 38 | 40 |    | B  | 28 |
| 495  | 2010/5/6   | 2387438 | 4  | 6  | 20 | 21 | 29 | 33 |    | G  | 31 |
| 354  | 2007/8/2   | 2391691 | 4  | 6  | 22 | 31 | 34 | 41 |    | B  | 43 |
| 1603 | 2021/7/15  | 2397544 | 4  | 6  | 32 | 35 | 40 | 42 |    | J  | 26 |
| 153  | 2003/9/18  | 2399814 | 4  | 7  | 8  | 12 | 25 | 26 |    | E  | 41 |
| 691  | 2012/9/6   | 2400851 | 4  | 7  | 8  | 15 | 16 | 42 |    | G  | 23 |
| 214  | 2004/11/25 | 2405243 | 4  | 7  | 9  | 11 | 20 | 36 |    | F  | 32 |
| 1430 | 2019/11/7  | 2405700 | 4  | 7  | 9  | 12 | 20 | 28 |    | D  | 3  |
| 205  | 2004/9/23  | 2407229 | 4  | 7  | 9  | 16 | 18 | 34 |    | E  | 26 |
| 773  | 2013/6/27  | 2410483 | 4  | 7  | 10 | 11 | 12 | 32 |    | B  | 9  |
| 695  | 2012/9/20  | 2415925 | 4  | 7  | 11 | 12 | 13 | 19 |    | B  | 27 |
| 200  | 2004/8/19  | 2418687 | 4  | 7  | 11 | 19 | 25 | 28 |    | B  | 2  |
| 1164 | 2017/4/10  | 2420717 | 4  | 7  | 11 | 33 | 34 | 37 |    | A  | 24 |
| 1365 | 2019/3/25  | 2431249 | 4  | 7  | 14 | 20 | 31 | 41 |    | B  | 32 |
| 1241 | 2018/1/8   | 2433556 | 4  | 7  | 15 | 17 | 23 | 25 |    | J  | 8  |
| 814  | 2013/11/18 | 2435213 | 4  | 7  | 15 | 23 | 38 | 42 |    | F  | 1  |
| 1247 | 2018/1/29  | 2439446 | 4  | 7  | 17 | 18 | 26 | 36 |    | H  | 35 |
| 616  | 2011/12/15 | 2441986 | 4  | 7  | 18 | 19 | 24 | 35 |    | G  | 17 |
| 213  | 2004/11/18 | 2443418 | 4  | 7  | 18 | 26 | 29 | 43 |    | D  | 8  |
| 191  | 2004/6/17  | 2453183 | 4  | 7  | 25 | 27 | 34 | 43 |    | C  | 35 |
| 1302 | 2018/8/9   | 2453457 | 4  | 7  | 25 | 30 | 34 | 43 |    | H  | 38 |
| 300  | 2006/7/20  | 2455693 | 4  | 7  | 29 | 33 | 36 | 39 |    | E  | 9  |
| 58   | 2001/11/8  | 2458394 | 4  | 8  | 9  | 13 | 16 | 25 |    | H  | 28 |
| 152  | 2003/9/11  | 2474733 | 4  | 8  | 12 | 16 | 31 | 33 |    | A  | 17 |
| 624  | 2012/1/16  | 2476238 | 4  | 8  | 12 | 22 | 25 | 30 |    | F  | 43 |
| 19   | 2001/2/8   | 2477403 | 4  | 8  | 12 | 30 | 33 | 43 |    | B  | 14 |
| 1429 | 2019/11/4  | 2479243 | 4  | 8  | 13 | 18 | 21 | 23 |    | F  | 22 |
| 1470 | 2020/4/2   | 2482514 | 4  | 8  | 14 | 16 | 39 | 40 |    | J  | 23 |
| 1468 | 2020/3/26  | 2487590 | 4  | 8  | 15 | 24 | 25 | 31 |    | D  | 26 |
| 1166 | 2017/4/17  | 2492385 | 4  | 8  | 17 | 20 | 29 | 41 |    | I  | 3  |
| 1635 | 2021/11/4  | 2498387 | 4  | 8  | 19 | 32 | 36 | 43 |    | H  | 30 |
| 27   | 2001/4/5   | 2500008 | 4  | 8  | 20 | 30 | 33 | 38 |    | A  | 10 |
| 61   | 2001/11/29 | 2502263 | 4  | 8  | 22 | 25 | 27 | 28 |    | A  | 6  |
| 1123 | 2016/11/14 | 2503946 | 4  | 8  | 23 | 29 | 34 | 35 |    | D  | 15 |
| 1469 | 2020/3/30  | 2510408 | 4  | 9  | 10 | 13 | 24 | 27 |    | E  | 22 |
| 1360 | 2019/3/7   | 2511404 | 4  | 9  | 10 | 16 | 17 | 42 |    | J  | 23 |
| 346  | 2007/6/7   | 2515060 | 4  | 9  | 11 | 12 | 32 | 38 |    | J  | 16 |
| 1272 | 2018/4/26  | 2527985 | 4  | 9  | 13 | 32 | 37 | 38 |    | H  | 42 |
| 1030 | 2015/12/21 | 2538663 | 4  | 9  | 17 | 20 | 23 | 42 |    | F  | 19 |
| 239  | 2005/5/19  | 2542570 | 4  | 9  | 18 | 30 | 31 | 40 |    | D  | 24 |
| 230  | 2005/3/17  | 2542683 | 4  | 9  | 18 | 31 | 36 | 42 |    | G  | 34 |
| 400  | 2008/6/26  | 2543419 | 4  | 9  | 19 | 22 | 23 | 33 |    | H  | 38 |
| 724  | 2013/1/7   | 2555211 | 4  | 9  | 32 | 37 | 38 | 39 |    | I  | 31 |
| 1042 | 2016/2/4   | 2555722 | 4  | 10 | 11 | 12 | 18 | 25 |    | D  | 36 |
| 180  | 2004/4/1   | 2555780 | 4  | 10 | 11 | 12 | 20 | 36 |    | B  | 28 |
| 1488 | 2020/6/4   | 2557893 | 4  | 10 | 11 | 17 | 34 | 37 |    | J  | 38 |
| 1246 | 2018/1/25  | 2559368 | 4  | 10 | 11 | 23 | 36 | 37 |    | C  | 34 |
| 536  | 2011/2/17  | 2561179 | 4  | 10 | 12 | 14 | 23 | 36 |    | G  | 2  |
| 340  | 2007/4/26  | 2568841 | 4  | 10 | 13 | 31 | 35 | 42 |    | D  | 7  |
| 757  | 2013/5/2   | 2570687 | 4  | 10 | 14 | 19 | 35 | 38 |    | E  | 17 |
| 1279 | 2018/5/21  | 2576073 | 4  | 10 | 16 | 17 | 20 | 24 |    | D  | 31 |
| 97   | 2002/8/15  | 2581432 | 4  | 10 | 17 | 34 | 35 | 42 |    | E  | 43 |
| 160  | 2003/11/6  | 2587277 | 4  | 10 | 20 | 30 | 31 | 32 |    | C  | 26 |
| 1659 | 2022/1/31  | 2590818 | 4  | 10 | 23 | 25 | 37 | 42 |    | H  | 6  |
| 194  | 2004/7/8   | 2599424 | 4  | 11 | 12 | 21 | 36 | 38 |    | C  | 37 |
| 1386 | 2019/6/6   | 2605170 | 4  | 11 | 14 | 15 | 20 | 38 |    | B  | 35 |
| 1547 | 2020/12/28 | 2605890 | 4  | 11 | 14 | 17 | 22 | 39 |    | I  | 21 |
| 854  | 2014/4/10  | 2606245 | 4  | 11 | 14 | 18 | 25 | 37 |    | H  | 42 |
| 1262 | 2018/3/22  | 2610038 | 4  | 11 | 15 | 20 | 24 | 43 |    | D  | 10 |
| 574  | 2011/7/21  | 2612998 | 4  | 11 | 16 | 20 | 26 | 43 |    | J  | 9  |
| 575  | 2011/7/25  | 2615762 | 4  | 11 | 17 | 21 | 23 | 30 |    | G  | 18 |
| 986  | 2015/7/20  | 2617198 | 4  | 11 | 17 | 30 | 36 | 43 |    | C  | 5  |
| 677  | 2012/7/19  | 2626187 | 4  | 11 | 22 | 31 | 32 | 35 |    | J  | 23 |
| 1053 | 2016/3/14  | 2627021 | 4  | 11 | 23 | 27 | 35 | 42 |    | E  | 15 |
| 990  | 2015/8/3   | 2645703 | 4  | 12 | 16 | 27 | 28 | 41 |    | B  | 42 |
| 1609 | 2021/8/5   | 2646256 | 4  | 12 | 16 | 34 | 35 | 41 |    | G  | 5  |
| 1484 | 2020/5/21  | 2646478 | 4  | 12 | 17 | 18 | 23 | 41 |    | F  | 28 |
| 436  | 2009/3/12  | 2655150 | 4  | 12 | 21 | 22 | 27 | 38 |    | G  | 31 |
| 1477 | 2020/4/27  | 2666627 | 4  | 13 | 14 | 25 | 27 | 32 |    | A  | 1  |
| 381  | 2008/2/14  | 2669512 | 4  | 13 | 15 | 22 | 39 | 41 |    | E  | 30 |
| 275  | 2006/1/26  | 2670582 | 4  | 13 | 15 | 31 | 33 | 40 |    | F  | 8  |
| 1426 | 2019/10/24 | 2674273 | 4  | 13 | 17 | 19 | 30 | 43 |    | C  | 24 |
| 1064 | 2016/4/21  | 2678033 | 4  | 13 | 18 | 27 | 30 | 39 |    | B  | 34 |
| 222  | 2005/1/20  | 2693168 | 4  | 14 | 15 | 22 | 29 | 31 |    | D  | 20 |
| 1284 | 2018/6/7   | 2698411 | 4  | 14 | 17 | 21 | 24 | 39 |    | F  | 7  |
| 765  | 2013/5/30  | 2698658 | 4  | 14 | 17 | 22 | 26 | 41 |    | C  | 6  |
| 693  | 2012/9/13  | 2701033 | 4  | 14 | 18 | 22 | 32 | 35 |    | D  | 10 |
| 863  | 2014/5/12  | 2701711 | 4  | 14 | 18 | 26 | 35 | 36 |    | B  | 2  |
| 644  | 2012/3/26  | 2707814 | 4  | 14 | 22 | 23 | 26 | 42 |    | H  | 2  |
| 341  | 2007/5/3   | 2709302 | 4  | 14 | 23 | 25 | 28 | 35 |    | C  | 41 |
| 561  | 2011/6/6   | 2714300 | 4  | 14 | 30 | 35 | 40 | 41 |    | E  | 29 |
| 1559 | 2021/2/11  | 2718682 | 4  | 15 | 17 | 20 | 26 | 31 |    | J  | 43 |
| 651  | 2012/4/19  | 2720504 | 4  | 15 | 17 | 34 | 38 | 40 |    | E  | 5  |
| 1252 | 2018/2/15  | 2720653 | 4  | 15 | 18 | 19 | 22 | 29 |    | J  | 37 |
| 1153 | 2017/3/2   | 2725578 | 4  | 15 | 20 | 24 | 26 | 30 |    | H  | 29 |
| 42   | 2001/7/19  | 2727216 | 4  | 15 | 21 | 24 | 33 | 37 |    | H  | 9  |
| 618  | 2011/12/22 | 2727987 | 4  | 15 | 21 | 31 | 35 | 42 |    | E  | 13 |
| 905  | 2014/10/6  | 2731672 | 4  | 15 | 24 | 40 | 41 | 42 |    | B  | 31 |
| 932  | 2015/1/12  | 2734816 | 4  | 15 | 30 | 37 | 42 | 43 |    | C  | 32 |
| 30   | 2001/4/26  | 2735985 | 4  | 16 | 17 | 19 | 26 | 37 |    | B  | 8  |
| 1492 | 2020/6/18  | 2740275 | 4  | 16 | 18 | 32 | 38 | 42 |    | D  | 36 |
| 1458 | 2020/2/20  | 2740995 | 4  | 16 | 19 | 22 | 26 | 29 |    | H  | 6  |
| 1592 | 2021/6/7   | 2749734 | 4  | 16 | 25 | 30 | 36 | 43 |    | D  | 19 |
| 1662 | 2022/2/10  | 2754433 | 4  | 17 | 18 | 25 | 26 | 27 |    | B  | 32 |
| 1526 | 2020/10/15 | 2755877 | 4  | 17 | 19 | 21 | 39 | 41 |    | H  | 36 |
| 560  | 2011/6/2   | 2757398 | 4  | 17 | 19 | 37 | 39 | 42 |    | I  | 16 |
| 861  | 2014/5/5   | 2760252 | 4  | 17 | 21 | 28 | 35 | 42 |    | J  | 29 |
| 124  | 2003/2/27  | 2762911 | 4  | 17 | 23 | 30 | 39 | 40 |    | C  | 28 |
| 834  | 2014/1/30  | 2766225 | 4  | 17 | 27 | 39 | 41 | 42 |    | F  | 8  |
| 1462 | 2020/3/5   | 2769568 | 4  | 18 | 19 | 28 | 33 | 36 |    | F  | 9  |
